who is the heir of charles_lennox_2nd_duke_of_richmond 's mother ?	anne_van_keppel_countess_of_albemarle	charles_lennox_2nd_duke_of_richmond#parents#charles_lennox_1st_duke_of_richmond#children#anne_van_keppel_countess_of_albemarle#<end>#anne_van_keppel_countess_of_albemarle
what is the sex of other half of anna_radziwill ?	male	anna_radziwill#spouse#konrad_iii_rudy#gender#male#<end>#male
the type of religion of daughter of franz_josef_i_prince_of_liechtenstein ?	catholicism	franz_josef_i_prince_of_liechtenstein#children#johann_i_josef_prince_of_liechtenstein#religion#catholicism#<end>#catholicism
what is the grand_duke_alexander_mikhailovich_of_russia 's kid 's sex ?	male	grand_duke_alexander_mikhailovich_of_russia#children#prince_andrei_alexandrovich_of_russia#gender#male#<end>#male
what sex is audrey_hepburn 's darling  ?	male	audrey_hepburn#spouse#mel_ferrer#gender#male#<end>#male
what is the couple of julie_london 's couple ?	julie_london	julie_london#spouse#bobby_troup#spouse#julie_london#<end>#julie_london
what made the srinagarindra 's childrendead ?	firearm	srinagarindra#children#ananda_mahidol#cause_of_death#firearm#<end>#firearm
where does margaret_sullavan 's spouse come from ?	france	margaret_sullavan#spouse#william_wyler#nationality#france#<end>#france
artabastos 's parents 's gender ?	male	artabastos#parents#erwig#gender#male#<end>#male
the organization of julie_london 's husband ?	wharton_school_of_the_university_of_pennsylvania	julie_london#spouse#bobby_troup#institution#wharton_school_of_the_university_of_pennsylvania#<end>#wharton_school_of_the_university_of_pennsylvania
what is the nation of offspring of sarah_lennox_duchess_of_richmond ?	united_kingdom	sarah_lennox_duchess_of_richmond#children#charles_lennox_3rd_duke_of_richmond#nationality#united_kingdom#<end>#united_kingdom
where does george_darwin 's dad work ?	christs_college_cambridge	george_darwin#parents#charles_darwin#institution#christs_college_cambridge#<end>#christs_college_cambridge
the type of religion of franz_josef_i_prince_of_liechtenstein 's daughter ?	catholicism	franz_josef_i_prince_of_liechtenstein#children#johann_i_josef_prince_of_liechtenstein#religion#catholicism#<end>#catholicism
what religious belief does charles_ferdinand_duc_de_berry 's mother practice ?	catholicism	charles_ferdinand_duc_de_berry#parents#charles_x_of_france#religion#catholicism#<end>#catholicism
how phillip_terry 's spouse died ?	pancreatic_cancer	phillip_terry#spouse#joan_crawford#cause_of_death#pancreatic_cancer#<end>#pancreatic_cancer
what is the sex of elena_of_montenegro 's dad ?	male	elena_of_montenegro#parents#nicholas_i_of_montenegro#gender#male#<end>#male
what is the thomas_lamb_eliot 's mom 's gender ?	male	thomas_lamb_eliot#parents#william_greenleaf_eliot#gender#male#<end>#male
who is the spouse of aelia_eudoxia 's husband ?	aelia_eudoxia	aelia_eudoxia#spouse#arcadius#spouse#aelia_eudoxia#<end>#aelia_eudoxia
what is the duke_peter_of_oldenburg 's son 's child ?	grand_duke_nicholas_nicolaevich_the_younger	duke_peter_of_oldenburg#children#grand_duchess_alexandra_petrovna#children#grand_duke_nicholas_nicolaevich_the_younger#<end>#grand_duke_nicholas_nicolaevich_the_younger
where does william_talbot 's son work ?	oriel_college	william_talbot#children#charles_talbot_1st_baron_talbot_of_hensol#institution#oriel_college#<end>#oriel_college
what is the alexander_darcy 's wife 's profession ?	actor	alexander_darcy#spouse#arleen_whelan#profession#actor#<end>#actor
the race of margaret_sullavan 's darling ?	jew	margaret_sullavan#spouse#william_wyler#ethnicity#jew#<end>#jew
what is the sex of anna_radziwill 's other half ?	male	anna_radziwill#spouse#konrad_iii_rudy#gender#male#<end>#male
what is the child of archduke_louis_of_austria 's mother ?	rudolf_cardinal_von_habsburg_lothringen	archduke_louis_of_austria#parents#leopold_ii_holy_roman_emperor#children#rudolf_cardinal_von_habsburg_lothringen#<end>#rudolf_cardinal_von_habsburg_lothringen
what is the princess_elizabeth_of_england 's dad 's sex ?	female	princess_elizabeth_of_england#parents#henrietta_maria_of_france#gender#female#<end>#female
what is the place of death of roy_e_disney 's father ?	burbank	roy_e_disney#parents#roy_o_disney#place_of_death#burbank#<end>#burbank
what is the name of the parents of thomas_thynne_2nd_viscount_weymouth 's daughter ?	thomas_thynne_2nd_viscount_weymouth	thomas_thynne_2nd_viscount_weymouth#children#thomas_thynne_1st_marquess_of_bath#parents#thomas_thynne_2nd_viscount_weymouth#<end>#thomas_thynne_2nd_viscount_weymouth
the nation of george_herbert_11th_earl_of_pembroke 's parent ?	united_kingdom	george_herbert_11th_earl_of_pembroke#parents#henry_herbert_10th_earl_of_pembroke#nationality#united_kingdom#<end>#united_kingdom
what is the sex of princess_elizabeth_of_england 's dad ?	female	princess_elizabeth_of_england#parents#henrietta_maria_of_france#gender#female#<end>#female
what is the darling of robert_e_lee 's husband ?	robert_e_lee	robert_e_lee#spouse#mary_anna_custis_lee#spouse#robert_e_lee#<end>#robert_e_lee
what is the son of parent of archduke_louis_of_austria ?	archduke_joseph_of_austria_palatine_of_hungary	archduke_louis_of_austria#parents#leopold_ii_holy_roman_emperor#children#archduke_joseph_of_austria_palatine_of_hungary#<end>#archduke_joseph_of_austria_palatine_of_hungary
what is the nation of george_herbert_11th_earl_of_pembroke 's parent ?	united_kingdom	george_herbert_11th_earl_of_pembroke#parents#henry_herbert_10th_earl_of_pembroke#nationality#united_kingdom#<end>#united_kingdom
where does john_spencer_churchill_7th_duke_of_marlborough 's offspring come from ?	england	john_spencer_churchill_7th_duke_of_marlborough#children#lord_randolph_churchill#nationality#england#<end>#england
what is the nation of parent of ramon_berenguer_i_count_of_barcelona ?	spain	ramon_berenguer_i_count_of_barcelona#parents#berenguer_ramon_i_count_of_barcelona#nationality#spain#<end>#spain
what is the gender of elizabeth_macquarie 's darling ?	male	elizabeth_macquarie#spouse#lachlan_macquarie#gender#male#<end>#male
evelyn_keyes 's husband 's cause of death ?	diabetes_mellitus	evelyn_keyes#spouse#artie_shaw#cause_of_death#diabetes_mellitus#<end>#diabetes_mellitus
harry_hay 's other half 's sex ?	male	harry_hay#spouse#john_burnside_1916#gender#male#<end>#male
the work of wife of ernest_hemingway ?	journalist	ernest_hemingway#spouse#mary_welsh_hemingway#profession#journalist#<end>#journalist
what is the marvin_pentz_gay_sr 's son 's cause of death ?	firearm	marvin_pentz_gay_sr#children#marvin_gaye#cause_of_death#firearm#<end>#firearm
what is the nation of husband of phillip_terry ?	france	phillip_terry#spouse#joan_crawford#nationality#france#<end>#france
what gender is ekaterina_svanidze 's couple  ?	male	ekaterina_svanidze#spouse#joseph_stalin#gender#male#<end>#male
the nation of couple of julie_london ?	united_states	julie_london#spouse#bobby_troup#nationality#united_states#<end>#united_states
arleen_whelan 's other half 's wife ?	arleen_whelan	arleen_whelan#spouse#alexander_darcy#spouse#arleen_whelan#<end>#arleen_whelan
what is evelyn_keyes 's spouse ?	composer	evelyn_keyes#spouse#artie_shaw#profession#composer#<end>#composer
what city did audrey_hepburn 's husband die ?	santa_barbara	audrey_hepburn#spouse#mel_ferrer#place_of_death#santa_barbara#<end>#santa_barbara
the children of offspring of jahangir ?	dara_shikoh	jahangir#children#shah_jahan#children#dara_shikoh#<end>#dara_shikoh
what does henry_iv_of_england 's heir do for a living?	monarch	henry_iv_of_england#children#henry_v_of_england#profession#monarch#<end>#monarch
who is the darling of arcadius 's darling ?	arcadius	arcadius#spouse#aelia_eudoxia#spouse#arcadius#<end>#arcadius
the gender of jahangir 's heir ?	male	jahangir#children#shah_jahan#gender#male#<end>#male
prince_louis_ferdinand_of_bavaria 's parent 's sex ?	female	prince_louis_ferdinand_of_bavaria#parents#infanta_amelia_philippina_of_spain#gender#female#<end>#female
what is verina 's wife ?	eastern_roman_emperor	verina#spouse#leo_i#profession#eastern_roman_emperor#<end>#eastern_roman_emperor
the sex of dad of elena_of_montenegro ?	male	elena_of_montenegro#parents#nicholas_i_of_montenegro#gender#male#<end>#male
what is marvin_pentz_gay_sr 's kid ?	record_producer	marvin_pentz_gay_sr#children#marvin_gaye#profession#record_producer#<end>#record_producer
what is the race of elizabeth_de_burgh 's spouse ?	scottish_people	elizabeth_de_burgh#spouse#robert_i_of_scotland#ethnicity#scottish_people#<end>#scottish_people
what faith is christiane_eberhardine_of_brandenburg_bayreuth 's son ?	catholicism	christiane_eberhardine_of_brandenburg_bayreuth#children#augustus_iii_of_poland#religion#catholicism#<end>#catholicism
what is evelyn_keyes 's spouse working on ?	composer	evelyn_keyes#spouse#artie_shaw#profession#composer#<end>#composer
what is the daughter of infante_joao_of_portugal 's parents ?	infanta_isabel_duchess_of_burgundy	infante_joao_of_portugal#parents#john_i_of_portugal#children#infanta_isabel_duchess_of_burgundy#<end>#infanta_isabel_duchess_of_burgundy
the gender of wife of verina ?	male	verina#spouse#leo_i#gender#male#<end>#male
the heir of parent of catherine_of_braganza ?	teodosio_prince_of_brazil	catherine_of_braganza#parents#john_iv_of_portugal#children#teodosio_prince_of_brazil#<end>#teodosio_prince_of_brazil
who is the child of duke_peter_of_oldenburg 's son ?	grand_duke_nicholas_nicolaevich_the_younger	duke_peter_of_oldenburg#children#grand_duchess_alexandra_petrovna#children#grand_duke_nicholas_nicolaevich_the_younger#<end>#grand_duke_nicholas_nicolaevich_the_younger
the nationality of kid of hortense_de_beauharnais ?	france	hortense_de_beauharnais#children#napoleon_iii_of_france#nationality#france#<end>#france
what religion does george_darwin 's father follow ?	anglicanism	george_darwin#parents#charles_darwin#religion#anglicanism#<end>#anglicanism
the work of kid of blessed_virgin_mary ?	carpenter	blessed_virgin_mary#children#jesus#profession#carpenter#<end>#carpenter
what did george_darwin 's father die from ?	coronary_thrombosis	george_darwin#parents#charles_darwin#cause_of_death#coronary_thrombosis#<end>#coronary_thrombosis
the profession of husband of harry_hay ?	inventor	harry_hay#spouse#john_burnside_1916#profession#inventor#<end>#inventor
the cause of death of spouse of phillip_terry ?	pancreatic_cancer	phillip_terry#spouse#joan_crawford#cause_of_death#pancreatic_cancer#<end>#pancreatic_cancer
what faith does jewna 's heir practice ?	paganism	jewna#children#algirdas#religion#paganism#<end>#paganism
the location of parent of george_darwin ?	shrewsbury	george_darwin#parents#charles_darwin#location#shrewsbury#<end>#shrewsbury
