the place of death of augustus_ii_the_strong 's offspring ?	avignon	augustus_ii_the_strong#children#anna_orzelska#place_of_death#avignon#<end>#avignon
what is the marie-anne_pierrette_paulze 's other half 's nation ?	germany	marie-anne_pierrette_paulze#spouse#benjamin_thompson#nationality#germany#<end>#germany
where did george_iii_of_the_united_kingdom 's daughter die ?	windsor_castle	george_iii_of_the_united_kingdom#children#george_iv_of_the_united_kingdom#place_of_death#windsor_castle#<end>#windsor_castle
thomas_lamb_eliot 's father 's institution ?	harvard_divinity_school	thomas_lamb_eliot#parents#william_greenleaf_eliot#institution#harvard_divinity_school#<end>#harvard_divinity_school
what is the sex of child of p_j_kennedy ?	male	p_j_kennedy#children#joseph_p_kennedy_sr#gender#male#<end>#male
what is marvin_pentz_gay_sr 's daughter 's race about ?	african_american	marvin_pentz_gay_sr#children#marvin_gaye#ethnicity#african_american#<end>#african_american
what is the hometown of archduchess_maria_beatrix_of_austria_este 's children ?	ljubljana	archduchess_maria_beatrix_of_austria_este#children#carlos_duke_of_madrid#place_of_birth#ljubljana#<end>#ljubljana
what is the lady_may_abel_smith 's mom 's parents ?	princess_helena_duchess_of_albany	lady_may_abel_smith#parents#princess_alice_countess_of_athlone#parents#princess_helena_duchess_of_albany#<end>#princess_helena_duchess_of_albany
anton_philips 's son 's cause of death ?	accidental_fall	anton_philips#children#frits_philips#cause_of_death#accidental_fall#<end>#accidental_fall
what religion does edwin_samuel_montagu 's spouse practice ?	judaism	edwin_samuel_montagu#spouse#venetia_stanley_1887#religion#judaism#<end>#judaism
what is the offspring of dad of clodoald ?	clodoald	clodoald#parents#chlodomer#children#clodoald#<end>#clodoald
what is the george_formby 's mom 's gender ?	male	george_formby#parents#george_formby_ashton_under_lyne#gender#male#<end>#male
adolf_frederick_of_sweden 's child 's cause of death ?	firearm	adolf_frederick_of_sweden#children#gustav_iii_of_sweden#cause_of_death#firearm#<end>#firearm
who is the child of gaston_comte_deu 's mom ?	gaston_comte_deu	gaston_comte_deu#parents#louis_duke_of_nemours#children#gaston_comte_deu#<end>#gaston_comte_deu
what is the major_ridge 's heir 's race ?	native_americans_in_the_united_states	major_ridge#children#john_ridge#ethnicity#native_americans_in_the_united_states#<end>#native_americans_in_the_united_states
the sex of parent of claudius ?	male	claudius#parents#nero_claudius_drusus#gender#male#<end>#male
where did mihailo_obrenovic_iii_prince_of_serbia 's mom die ?	belgrade	mihailo_obrenovic_iii_prince_of_serbia#parents#milo_obrenovic_i_prince_of_serbia#place_of_death#belgrade#<end>#belgrade
the other half of father of isabella_of_france ?	joan_i_of_navarre	isabella_of_france#parents#philip_iv_of_france#spouse#joan_i_of_navarre#<end>#joan_i_of_navarre
the gender of thomas_lamb_eliot 's mom ?	male	thomas_lamb_eliot#parents#william_greenleaf_eliot#gender#male#<end>#male
the sex of henrietta_anne_stuart 's husband ?	male	henrietta_anne_stuart#spouse#philippe_i_duke_of_orleans#gender#male#<end>#male
henrietta_anne_stuart 's kid 's gender ?	female	henrietta_anne_stuart#children#maria_luisa_of_orleans#gender#female#<end>#female
what gender is anton_philips 's kid  ?	male	anton_philips#children#frits_philips#gender#male#<end>#male
the cause of death of nicholas_ii_of_russia 's kid ?	firearm	nicholas_ii_of_russia#children#grand_duchess_maria_nikolaevna_of_russia#cause_of_death#firearm#<end>#firearm
the sex of prince_louis_ferdinand_of_bavaria 's parent ?	female	prince_louis_ferdinand_of_bavaria#parents#infanta_amelia_philippina_of_spain#gender#female#<end>#female
what does colleen_dewhurst 's husband do ?	actor	colleen_dewhurst#spouse#george_c_scott#profession#actor#<end>#actor
what is marvin_pentz_gay_sr 's son working on ?	composer	marvin_pentz_gay_sr#children#marvin_gaye#profession#composer#<end>#composer
the sex of lovisa_of_sweden 's darling ?	male	lovisa_of_sweden#spouse#frederick_viii_of_denmark#gender#male#<end>#male
the nation of offspring of john_spencer_churchill_7th_duke_of_marlborough ?	england	john_spencer_churchill_7th_duke_of_marlborough#children#lord_randolph_churchill#nationality#england#<end>#england
what is the name of the dad of charles_spurgeon 's children ?	charles_spurgeon	charles_spurgeon#children#thomas_spurgeon#parents#charles_spurgeon#<end>#charles_spurgeon
louise_of_mecklenburg-strelitz 's kid 's nation ?	germany	louise_of_mecklenburg-strelitz#children#alexandra_fyodorovna#nationality#germany#<end>#germany
what is the name of the couple of alice_spencer 's kid ?	henry_hastings_5th_earl_of_huntingdon	alice_spencer#children#lady_elizabeth_stanley#spouse#henry_hastings_5th_earl_of_huntingdon#<end>#henry_hastings_5th_earl_of_huntingdon
what is the child of parent of thomas_spurgeon ?	thomas_spurgeon	thomas_spurgeon#parents#charles_spurgeon#children#thomas_spurgeon#<end>#thomas_spurgeon
what is the cause of death of alexander_kara_or_evic_prince_of_serbia 's father ?	assassination	alexander_kara_or_evic_prince_of_serbia#parents#kara_or_e_petrovic#cause_of_death#assassination#<end>#assassination
the sex of laura_borden 's wife ?	male	laura_borden#spouse#robert_borden#gender#male#<end>#male
what is the educational institution of benjamin_peirce 's child ?	harvard_university	benjamin_peirce#children#charles_peirce#institution#harvard_university#<end>#harvard_university
where does caroline_webster_schermerhorn_astor 's other half work ?	columbia_university	caroline_webster_schermerhorn_astor#spouse#william_backhouse_astor_jr#institution#columbia_university#<end>#columbia_university
who is the parents of juba_ii 's wife ?	cleopatra_vii_of_egypt	juba_ii#spouse#cleopatra_selene#parents#cleopatra_vii_of_egypt#<end>#cleopatra_vii_of_egypt
the sex of child of wang_khan ?	female	wang_khan#children#sorghaghtani_beki#gender#female#<end>#female
what is the claudine_rhedey_von_kis_rhede 's kid 's gender ?	male	claudine_rhedey_von_kis_rhede#children#francis_duke_of_teck#gender#male#<end>#male
where does hortense_de_beauharnais 's kid come from ?	france	hortense_de_beauharnais#children#napoleon_iii_of_france#nationality#france#<end>#france
what is ernest_hemingway 's wife working on ?	journalist	ernest_hemingway#spouse#mary_welsh_hemingway#profession#journalist#<end>#journalist
where does louise_of_mecklenburg-strelitz 's kid come from ?	germany	louise_of_mecklenburg-strelitz#children#alexandra_fyodorovna#nationality#germany#<end>#germany
where is casimir_iv_jagiellon 's daughter staying ?	krakow	casimir_iv_jagiellon#children#john_i_albert_of_poland#location#krakow#<end>#krakow
the nation of marie-anne_pierrette_paulze 's other half ?	germany	marie-anne_pierrette_paulze#spouse#benjamin_thompson#nationality#germany#<end>#germany
what is the ethnicity of wife of carlos_thompson ?	germans	carlos_thompson#spouse#lilli_palmer#ethnicity#germans#<end>#germans
mary_josephine_hannon_fitzgerald 's wife 's religion ?	catholicism	mary_josephine_hannon_fitzgerald#spouse#john_f_fitzgerald#religion#catholicism#<end>#catholicism
where does john_f_kennedy_jr 's dad work ?	london_school_of_economics	john_f_kennedy_jr#parents#john_f_kennedy#institution#london_school_of_economics#<end>#london_school_of_economics
what is the ernest_hemingway 's wife 's work ?	journalist	ernest_hemingway#spouse#mary_welsh_hemingway#profession#journalist#<end>#journalist
where does lady_sarah_wilson 's mom come from ?	united_kingdom	lady_sarah_wilson#parents#john_spencer_churchill_7th_duke_of_marlborough#nationality#united_kingdom#<end>#united_kingdom
what sex is colleen_dewhurst 's darling  ?	male	colleen_dewhurst#spouse#george_c_scott#gender#male#<end>#male
what is the gender of leopold_ii_holy_roman_emperor 's heir ?	male	leopold_ii_holy_roman_emperor#children#archduke_joseph_of_austria_palatine_of_hungary#gender#male#<end>#male
the gender of henry_ii_of_france 's heir ?	male	henry_ii_of_france#children#charles_ix_of_france#gender#male#<end>#male
where does lady_louisa_stuart 's parents come from ?	scotland	lady_louisa_stuart#parents#john_stuart_3rd_earl_of_bute#nationality#scotland#<end>#scotland
what does marvin_pentz_gay_sr 's kid do ?	record_producer	marvin_pentz_gay_sr#children#marvin_gaye#profession#record_producer#<end>#record_producer
what is elizabeth_de_burgh 's spouse 's race about ?	scottish_people	elizabeth_de_burgh#spouse#robert_i_of_scotland#ethnicity#scottish_people#<end>#scottish_people
empress_xiaomu 's couple 's gender ?	male	empress_xiaomu#spouse#daoguang_emperor#gender#male#<end>#male
what is anne_of_denmark 's child working on ?	poet	anne_of_denmark#children#elizabeth_of_bohemia#profession#poet#<end>#poet
what religion does george_darwin 's father have ?	anglicanism	george_darwin#parents#charles_darwin#religion#anglicanism#<end>#anglicanism
what city did maria_fyodorovna_of_russia 's son die ?	vienna	maria_fyodorovna_of_russia#children#alexandra_pavlovna_of_russia#place_of_death#vienna#<end>#vienna
what is the nation of louise_of_mecklenburg-strelitz 's kid ?	germany	louise_of_mecklenburg-strelitz#children#alexandra_fyodorovna#nationality#germany#<end>#germany
henry_ii_of_france 's heir 's gender ?	male	henry_ii_of_france#children#charles_ix_of_france#gender#male#<end>#male
the religion of madhubala 's other half ?	hinduism	madhubala#spouse#kishore_kumar#religion#hinduism#<end>#hinduism
what is simeon_uro 's parent 's race about ?	serbs	simeon_uro#parents#stefan_uro_iii_de_anski_of_serbia#ethnicity#serbs#<end>#serbs
marie-anne_pierrette_paulze 's wife 's nationality ?	united_kingdom	marie-anne_pierrette_paulze#spouse#benjamin_thompson#nationality#united_kingdom#<end>#united_kingdom
george_darwin 's parent 's location ?	shrewsbury	george_darwin#parents#charles_darwin#location#shrewsbury#<end>#shrewsbury
what is the sex of rasmus_bartholin 's mother ?	male	rasmus_bartholin#parents#caspar_bartholin_the_elder#gender#male#<end>#male
what made the doris_dowling 's husbanddead ?	diabetes_mellitus	doris_dowling#spouse#artie_shaw#cause_of_death#diabetes_mellitus#<end>#diabetes_mellitus
the place of death of william_kissam_vanderbilt 's mother ?	new_york	william_kissam_vanderbilt#parents#william_henry_vanderbilt#place_of_death#new_york#<end>#new_york
what is the nationality of margaret_of_artois 's spouse ?	france	margaret_of_artois#spouse#louis_devreux#nationality#france#<end>#france
what is the gender of charles_ii_of_austria 's son ?	female	charles_ii_of_austria#children#anna_of_habsburg#gender#female#<end>#female
what is the mikolaj_vii_radziwill 's father 's gender ?	female	mikolaj_vii_radziwill#parents#katarzyna_tomicka#gender#female#<end>#female
the place of birth of archduchess_maria_beatrix_of_austria_este 's children ?	ljubljana	archduchess_maria_beatrix_of_austria_este#children#carlos_duke_of_madrid#place_of_birth#ljubljana#<end>#ljubljana
claudius 's parents 's nationality ?	roman_empire	claudius#parents#nero_claudius_drusus#nationality#roman_empire#<end>#roman_empire
what is ekaterina_svanidze 's other half working on ?	generalissimo	ekaterina_svanidze#spouse#joseph_stalin#profession#generalissimo#<end>#generalissimo
what is the john_d_rockefeller_jr 's child 's nationality ?	united_states	john_d_rockefeller_jr#children#nelson_rockefeller#nationality#united_states#<end>#united_states
what is the reason of nicholas_ii_of_russia 's daughter's death ?	murder	nicholas_ii_of_russia#children#grand_duchess_maria_nikolaevna_of_russia#cause_of_death#murder#<end>#murder
what gender is henry_cromwell 's dad  ?	female	henry_cromwell#parents#elizabeth_bourchier#gender#female#<end>#female
where does frederika_of_hanover 's parent come from ?	germany	frederika_of_hanover#parents#ernest_augustus_iii_duke_of_brunswick#nationality#germany#<end>#germany
the cause of death of daughter of nicholas_ii_of_russia ?	murder	nicholas_ii_of_russia#children#grand_duchess_maria_nikolaevna_of_russia#cause_of_death#murder#<end>#murder
the gender of carlos_thompson 's spouse ?	female	carlos_thompson#spouse#lilli_palmer#gender#female#<end>#female
the parents of anton_philips 's child ?	anton_philips	anton_philips#children#frits_philips#parents#anton_philips#<end>#anton_philips
what is the religion of heir of louis_ix_of_france ?	catholicism	louis_ix_of_france#children#philip_iii_of_france#religion#catholicism#<end>#catholicism
is archduchess_maria_beatrix_of_austria_este 's son a man or a woman ?	male	archduchess_maria_beatrix_of_austria_este#children#carlos_duke_of_madrid#gender#male#<end>#male
what is the matilda_of_flanders 's husband 's sex ?	male	matilda_of_flanders#spouse#william_i_of_england#gender#male#<end>#male
who is the heir of jodhabai 's child ?	shah_jahan	jodhabai#children#jahangir#children#shah_jahan#<end>#shah_jahan
the sex of parents of princess_sophia_dorothea_of_prussia ?	male	princess_sophia_dorothea_of_prussia#parents#frederick_william_i_of_prussia#gender#male#<end>#male
what is the edith_craig 's father 's occupation ?	architect	edith_craig#parents#edward_william_godwin#profession#architect#<end>#architect
qianlong_emperor 's daughter 's sex ?	male	qianlong_emperor#children#jiaqing_emperor#gender#male#<end>#male
what is the place of death of mother of william_kissam_vanderbilt ?	new_york	william_kissam_vanderbilt#parents#william_henry_vanderbilt#place_of_death#new_york#<end>#new_york
what sex is henrietta_anne_stuart 's husband  ?	male	henrietta_anne_stuart#spouse#philippe_i_duke_of_orleans#gender#male#<end>#male
what is the sex of mother of rasmus_bartholin ?	male	rasmus_bartholin#parents#caspar_bartholin_the_elder#gender#male#<end>#male
the parents of lady_may_abel_smith 's mom ?	princess_helena_duchess_of_albany	lady_may_abel_smith#parents#princess_alice_countess_of_athlone#parents#princess_helena_duchess_of_albany#<end>#princess_helena_duchess_of_albany
the child of anne_of_cleves 's parents ?	sybille_of_cleves	anne_of_cleves#parents#john_iii_duke_of_cleves#children#sybille_of_cleves#<end>#sybille_of_cleves
the mom of father of princess_caroline_elizabeth_of_great_britain ?	george_i_of_great_britain	princess_caroline_elizabeth_of_great_britain#parents#george_ii_of_great_britain#parents#george_i_of_great_britain#<end>#george_i_of_great_britain
the gender of couple of ekaterina_svanidze ?	male	ekaterina_svanidze#spouse#joseph_stalin#gender#male#<end>#male
what did srinagarindra 's children die from ?	firearm	srinagarindra#children#ananda_mahidol#cause_of_death#firearm#<end>#firearm
what is the name of the grandheir of christiane_eberhardine_of_brandenburg_bayreuth ?	marie_josephe_of_saxony	christiane_eberhardine_of_brandenburg_bayreuth#children#augustus_iii_of_poland#children#marie_josephe_of_saxony#<end>#marie_josephe_of_saxony
j_presper_eckert 's children 's work ?	electrical_engineer	j_presper_eckert#children#j_presper_eckert#profession#electrical_engineer#<end>#electrical_engineer
the mom of princess_caroline_elizabeth_of_great_britain 's father ?	george_i_of_great_britain	princess_caroline_elizabeth_of_great_britain#parents#george_ii_of_great_britain#parents#george_i_of_great_britain#<end>#george_i_of_great_britain
the place of birth of vittorio_emanuele_count_of_turin 's mom ?	turin	vittorio_emanuele_count_of_turin#parents#amadeo_i_of_spain#place_of_birth#turin#<end>#turin
the ethnicity of carlos_thompson 's wife ?	germans	carlos_thompson#spouse#lilli_palmer#ethnicity#germans#<end>#germans
what is the place of death of daughter of george_iii_of_the_united_kingdom ?	windsor_castle	george_iii_of_the_united_kingdom#children#george_iv_of_the_united_kingdom#place_of_death#windsor_castle#<end>#windsor_castle
what sex is prince_louis_ferdinand_of_bavaria 's parent  ?	female	prince_louis_ferdinand_of_bavaria#parents#infanta_amelia_philippina_of_spain#gender#female#<end>#female
what is the robert_i_duke_of_burgundy 's dad 's sex ?	male	robert_i_duke_of_burgundy#parents#robert_ii_of_france#gender#male#<end>#male
what killed the madhubala 's couple ?	cardiovascular_disease	madhubala#spouse#kishore_kumar#cause_of_death#cardiovascular_disease#<end>#cardiovascular_disease
the institution of mom of rasmus_bartholin ?	university_of_copenhagen	rasmus_bartholin#parents#caspar_bartholin_the_elder#institution#university_of_copenhagen#<end>#university_of_copenhagen
what is the kid of qianlong_emperor 's parents ?	qianlong_emperor	qianlong_emperor#parents#yongzheng_emperor#children#qianlong_emperor#<end>#qianlong_emperor
which educational institution does caroline_webster_schermerhorn_astor 's other half work for ?	columbia_university	caroline_webster_schermerhorn_astor#spouse#william_backhouse_astor_jr#institution#columbia_university#<end>#columbia_university
what is the casimir_iv_jagiellon 's daughter 's address ?	krakow	casimir_iv_jagiellon#children#john_i_albert_of_poland#location#krakow#<end>#krakow
what is the work of kid of emperor_temmu ?	writer	emperor_temmu#children#empress_jito#profession#writer#<end>#writer
what is the edward_blake 's other half 's nationality ?	canada	edward_blake#spouse#george_mackinnon_wrong#nationality#canada#<end>#canada
what is the gender of gaius_marius 's couple ?	male	gaius_marius#spouse#julius_caesar#gender#male#<end>#male
what is the gaston_comte_deu 's mom 's child ?	gaston_comte_deu	gaston_comte_deu#parents#louis_duke_of_nemours#children#gaston_comte_deu#<end>#gaston_comte_deu
what is the name of the grandparent of william_kissam_vanderbilt ?	cornelius_vanderbilt	william_kissam_vanderbilt#parents#william_henry_vanderbilt#parents#cornelius_vanderbilt#<end>#cornelius_vanderbilt
what is the cause of death of kid of john_d_rockefeller_jr ?	myocardial_infarction	john_d_rockefeller_jr#children#nelson_rockefeller#cause_of_death#myocardial_infarction#<end>#myocardial_infarction
what is the nation of grand_duke_konstantin_nikolayevich_of_russia 's son ?	russia	grand_duke_konstantin_nikolayevich_of_russia#children#grand_duke_dmitri_konstantinovich_of_russia#nationality#russia#<end>#russia
the organization of spouse of colleen_dewhurst ?	university_of_missouri_columbia	colleen_dewhurst#spouse#george_c_scott#institution#university_of_missouri_columbia#<end>#university_of_missouri_columbia
the nation of mom of lady_sarah_wilson ?	united_kingdom	lady_sarah_wilson#parents#john_spencer_churchill_7th_duke_of_marlborough#nationality#united_kingdom#<end>#united_kingdom
where does john_b_kelly_sr 's son work for ?	american_academy_of_dramatic_arts	john_b_kelly_sr#children#grace_kelly#institution#american_academy_of_dramatic_arts#<end>#american_academy_of_dramatic_arts
what is the anne_of_denmark 's child 's occupation ?	poet	anne_of_denmark#children#elizabeth_of_bohemia#profession#poet#<end>#poet
what is the gender of children of louis_ix_of_france ?	male	louis_ix_of_france#children#philip_iii_of_france#gender#male#<end>#male
what gender is charles_ii_of_austria 's son  ?	female	charles_ii_of_austria#children#anna_of_habsburg#gender#female#<end>#female
what religious belief does thomas_spurgeon 's parent practice ?	christian	thomas_spurgeon#parents#charles_spurgeon#religion#christian#<end>#christian
what is the gender of father of yixin_prince_gong ?	male	yixin_prince_gong#parents#daoguang_emperor#gender#male#<end>#male
what is the work of john_hays_hammond 's kid ?	inventor	john_hays_hammond#children#john_hays_hammond_jr#profession#inventor#<end>#inventor
the profession of wladyslaw_czartoryski 's parent ?	politician	wladyslaw_czartoryski#parents#adam_jerzy_czartoryski#profession#politician#<end>#politician
the son of child of j_presper_eckert ?	j_presper_eckert	j_presper_eckert#children#j_presper_eckert#children#j_presper_eckert#<end>#j_presper_eckert
what religious belief does rani_mangammal 's other half have ?	hinduism	rani_mangammal#spouse#chokkanatha_nayak#religion#hinduism#<end>#hinduism
where does edwin_samuel_montagu 's darling come from ?	united_kingdom	edwin_samuel_montagu#spouse#venetia_stanley_1887#nationality#united_kingdom#<end>#united_kingdom
which nationality is lady_louisa_stuart 's parents ?	scotland	lady_louisa_stuart#parents#john_stuart_3rd_earl_of_bute#nationality#scotland#<end>#scotland
what is the name of the darling of joseph_e_davies 's other half ?	joseph_e_davies	joseph_e_davies#spouse#marjorie_merriweather_post#spouse#joseph_e_davies#<end>#joseph_e_davies
what is the organization of john_f_kennedy_jr 's parent ?	riverdale_country_school	john_f_kennedy_jr#parents#john_f_kennedy#institution#riverdale_country_school#<end>#riverdale_country_school
what is the religious belief of husband of samuel_gridley_howe ?	unitarian_universalism	samuel_gridley_howe#spouse#julia_ward_howe#religion#unitarian_universalism#<end>#unitarian_universalism
what is the marvin_pentz_gay_sr 's kid 's profession ?	record_producer	marvin_pentz_gay_sr#children#marvin_gaye#profession#record_producer#<end>#record_producer
what is the nation of sarah_lennox_duchess_of_richmond 's offspring ?	united_kingdom	sarah_lennox_duchess_of_richmond#children#charles_lennox_3rd_duke_of_richmond#nationality#united_kingdom#<end>#united_kingdom
what is the george_darwin 's parent 's location ?	shrewsbury	george_darwin#parents#charles_darwin#location#shrewsbury#<end>#shrewsbury
what religious belief does george_darwin 's father practice ?	agnosticism	george_darwin#parents#charles_darwin#religion#agnosticism#<end>#agnosticism
what is the gender of thomas_lamb_eliot 's mom ?	male	thomas_lamb_eliot#parents#william_greenleaf_eliot#gender#male#<end>#male
which institution does victoria_of_the_united_kingdom 's child work for ?	trinity_college_cambridge	victoria_of_the_united_kingdom#children#edward_vii_of_the_united_kingdom#institution#trinity_college_cambridge#<end>#trinity_college_cambridge
which nationality is george_formby 's mom ?	england	george_formby#parents#george_formby_ashton_under_lyne#nationality#england#<end>#england
what is the sex of other half of anna_radziwill ?	male	anna_radziwill#spouse#konrad_iii_rudy#gender#male#<end>#male
the cause of death of pedro_ii_of_brazil 's heir ?	yellow_fever	pedro_ii_of_brazil#children#afonso_prince_imperial_of_brazil#cause_of_death#yellow_fever#<end>#yellow_fever
what is the sex of henry_of_portugal 's mother ?	male	henry_of_portugal#parents#manuel_i_of_portugal#gender#male#<end>#male
where does pearl_starr 's parent come from ?	united_states	pearl_starr#parents#belle_starr#nationality#united_states#<end>#united_states
what is the grand_duke_alexander_mikhailovich_of_russia 's kid 's sex ?	male	grand_duke_alexander_mikhailovich_of_russia#children#prince_andrei_alexandrovich_of_russia#gender#male#<end>#male
what is the p_j_kennedy 's child 's sex ?	male	p_j_kennedy#children#joseph_p_kennedy_sr#gender#male#<end>#male
what is the sex of dad of robert_i_duke_of_burgundy ?	male	robert_i_duke_of_burgundy#parents#robert_ii_of_france#gender#male#<end>#male
what is the nationality of other half of edward_blake ?	canada	edward_blake#spouse#george_mackinnon_wrong#nationality#canada#<end>#canada
what made the srinagarindra 's childrendead ?	firearm	srinagarindra#children#ananda_mahidol#cause_of_death#firearm#<end>#firearm
john_b_kelly_sr 's son 's job ?	fashion_model	john_b_kelly_sr#children#grace_kelly#profession#fashion_model#<end>#fashion_model
what is the nation of offspring of sarah_lennox_duchess_of_richmond ?	united_kingdom	sarah_lennox_duchess_of_richmond#children#charles_lennox_3rd_duke_of_richmond#nationality#united_kingdom#<end>#united_kingdom
what is the henrietta_anne_stuart 's kid 's gender ?	female	henrietta_anne_stuart#children#maria_luisa_of_orleans#gender#female#<end>#female
what is the organization of father of lady_louisa_stuart ?	eton_college	lady_louisa_stuart#parents#john_stuart_3rd_earl_of_bute#institution#eton_college#<end>#eton_college
the nationality of john_d_rockefeller_jr 's child ?	united_states	john_d_rockefeller_jr#children#nelson_rockefeller#nationality#united_states#<end>#united_states
lady_sarah_wilson 's parent 's offspring ?	lord_randolph_churchill	lady_sarah_wilson#parents#john_spencer_churchill_7th_duke_of_marlborough#children#lord_randolph_churchill#<end>#lord_randolph_churchill
the educational institution of other half of caroline_webster_schermerhorn_astor ?	columbia_university	caroline_webster_schermerhorn_astor#spouse#william_backhouse_astor_jr#institution#columbia_university#<end>#columbia_university
the institution of rasmus_bartholin 's mom ?	university_of_copenhagen	rasmus_bartholin#parents#caspar_bartholin_the_elder#institution#university_of_copenhagen#<end>#university_of_copenhagen
the nation of dad of henry_ii_of_england ?	kingdom_of_england	henry_ii_of_england#parents#empress_matilda#nationality#kingdom_of_england#<end>#kingdom_of_england
where does george_darwin 's dad work ?	christs_college_cambridge	george_darwin#parents#charles_darwin#institution#christs_college_cambridge#<end>#christs_college_cambridge
what is the profession of daughter of john_a_roebling ?	engineer	john_a_roebling#children#washington_roebling#profession#engineer#<end>#engineer
what is the type of religion of alice_betty_stern 's heir ?	jew	alice_betty_stern#children#otto_frank#religion#jew#<end>#jew
where does lady_louisa_stuart 's father work ?	eton_college	lady_louisa_stuart#parents#john_stuart_3rd_earl_of_bute#institution#eton_college#<end>#eton_college
peter_van_pels 's mother 's location ?	lower_saxony	peter_van_pels#parents#hermann_van_pels#location#lower_saxony#<end>#lower_saxony
what is hermann_einstein 's kid ?	physician	hermann_einstein#children#maria_winteler_einstein#profession#physician#<end>#physician
what is the sex of elena_of_montenegro 's dad ?	male	elena_of_montenegro#parents#nicholas_i_of_montenegro#gender#male#<end>#male
what is the thomas_lamb_eliot 's mom 's gender ?	male	thomas_lamb_eliot#parents#william_greenleaf_eliot#gender#male#<end>#male
what is the maria_fyodorovna_of_russia 's offspring 's sex ?	female	maria_fyodorovna_of_russia#children#alexandra_pavlovna_of_russia#gender#female#<end>#female
what is the name of the husband of robert_i_duke_of_burgundy 's mother ?	constance_of_arles	robert_i_duke_of_burgundy#parents#robert_ii_of_france#spouse#constance_of_arles#<end>#constance_of_arles
is anne_of_cleves 's mother a man or a woman ?	male	anne_of_cleves#parents#john_iii_duke_of_cleves#gender#male#<end>#male
who is the spouse of aelia_eudoxia 's husband ?	aelia_eudoxia	aelia_eudoxia#spouse#arcadius#spouse#aelia_eudoxia#<end>#aelia_eudoxia
what is the alexander_darcy 's wife 's profession ?	actor	alexander_darcy#spouse#arleen_whelan#profession#actor#<end>#actor
what sex is charles_lennox_1st_duke_of_richmond 's offspring  ?	female	charles_lennox_1st_duke_of_richmond#children#anne_van_keppel_countess_of_albemarle#gender#female#<end>#female
what is the sex of michael_i_rangabe 's children ?	male	michael_i_rangabe#children#patriarch_ignatios_of_constantinople#gender#male#<end>#male
what is the organization of lady_louisa_stuart 's father ?	eton_college	lady_louisa_stuart#parents#john_stuart_3rd_earl_of_bute#institution#eton_college#<end>#eton_college
what is the sex of anna_radziwill 's other half ?	male	anna_radziwill#spouse#konrad_iii_rudy#gender#male#<end>#male
what is the pearl_starr 's parent 's nation ?	united_states	pearl_starr#parents#belle_starr#nationality#united_states#<end>#united_states
what is the gender of william_cavendish_bentinck_7th_duke_of_portland 's kid ?	female	william_cavendish_bentinck_7th_duke_of_portland#children#lady_anne_cavendish_bentinck#gender#female#<end>#female
what is the child of parents of anne_of_cleves ?	sybille_of_cleves	anne_of_cleves#parents#john_iii_duke_of_cleves#children#sybille_of_cleves#<end>#sybille_of_cleves
what is the occupation of father of edith_craig ?	architect	edith_craig#parents#edward_william_godwin#profession#architect#<end>#architect
how adolf_frederick_of_sweden 's child died ?	firearm	adolf_frederick_of_sweden#children#gustav_iii_of_sweden#cause_of_death#firearm#<end>#firearm
what is the sex of archduchess_maria_beatrix_of_austria_este 's son ?	male	archduchess_maria_beatrix_of_austria_este#children#carlos_duke_of_madrid#gender#male#<end>#male
the nation of george_herbert_11th_earl_of_pembroke 's parent ?	united_kingdom	george_herbert_11th_earl_of_pembroke#parents#henry_herbert_10th_earl_of_pembroke#nationality#united_kingdom#<end>#united_kingdom
the sex of child of svante_nilsson ?	male	svante_nilsson#children#sten_sture_the_younger#gender#male#<end>#male
what is the princess_ileana_of_romania 's wife 's sex ?	male	princess_ileana_of_romania#spouse#archduke_anton_prince_of_tuscany#gender#male#<end>#male
what is the nation of george_herbert_11th_earl_of_pembroke 's parent ?	united_kingdom	george_herbert_11th_earl_of_pembroke#parents#henry_herbert_10th_earl_of_pembroke#nationality#united_kingdom#<end>#united_kingdom
what is major_ridge 's heir 's race about ?	native_americans_in_the_united_states	major_ridge#children#john_ridge#ethnicity#native_americans_in_the_united_states#<end>#native_americans_in_the_united_states
who is the darling of joseph_e_davies 's other half ?	joseph_e_davies	joseph_e_davies#spouse#marjorie_merriweather_post#spouse#joseph_e_davies#<end>#joseph_e_davies
where does john_spencer_churchill_7th_duke_of_marlborough 's offspring come from ?	england	john_spencer_churchill_7th_duke_of_marlborough#children#lord_randolph_churchill#nationality#england#<end>#england
the child of gaston_comte_deu 's mom ?	gaston_comte_deu	gaston_comte_deu#parents#louis_duke_of_nemours#children#gaston_comte_deu#<end>#gaston_comte_deu
what is the place of birth of vittorio_emanuele_count_of_turin 's mom ?	turin	vittorio_emanuele_count_of_turin#parents#amadeo_i_of_spain#place_of_birth#turin#<end>#turin
what is the cause of death of husband of doris_dowling ?	diabetes_mellitus	doris_dowling#spouse#artie_shaw#cause_of_death#diabetes_mellitus#<end>#diabetes_mellitus
is charles_ii_of_austria 's son a man or a woman ?	female	charles_ii_of_austria#children#anna_of_habsburg#gender#female#<end>#female
what is the clodoald 's dad 's offspring ?	clodoald	clodoald#parents#chlodomer#children#clodoald#<end>#clodoald
franz_joseph_i_of_austria 's darling 's gender ?	female	franz_joseph_i_of_austria#spouse#elisabeth_of_bavaria#gender#female#<end>#female
