who is the parent of augusta_of_saxe-weimar 's son ?	william_i_german_emperor	augusta_of_saxe-weimar#children#princess_louise_of_prussia#parents#william_i_german_emperor#<end>#william_i_german_emperor
the nation of john_i_of_denmark 's parent ?	germany	john_i_of_denmark#parents#dorothea_of_brandenburg#nationality#germany#<end>#germany
where did archduchess_maria_beatrix_of_austria_este 's offspring die ?	varese	archduchess_maria_beatrix_of_austria_este#children#carlos_duke_of_madrid#place_of_death#varese#<end>#varese
what is the daughter of takelot_iii 's parent ?	takelot_iii	takelot_iii#parents#osorkon_iii#children#takelot_iii#<end>#takelot_iii
what is the sex of maria_of_spain 's offspring ?	male	maria_of_spain#children#albert_vii_archduke_of_austria#gender#male#<end>#male
what is the name of the darling of arcadius 's darling ?	arcadius	arcadius#spouse#aelia_eudoxia#spouse#arcadius#<end>#arcadius
francis_i_of_france 's offspring 's child ?	charles_ix_of_france	francis_i_of_france#children#henry_ii_of_france#children#charles_ix_of_france#<end>#charles_ix_of_france
what is the sex of grand_duke_alexander_mikhailovich_of_russia 's kid ?	male	grand_duke_alexander_mikhailovich_of_russia#children#prince_andrei_alexandrovich_of_russia#gender#male#<end>#male
what is the nation of mom of henry_howard_7th_duke_of_norfolk ?	england	henry_howard_7th_duke_of_norfolk#parents#henry_howard_6th_duke_of_norfolk#nationality#england#<end>#england
the ethnicity of child of major_ridge ?	cherokee	major_ridge#children#john_ridge#ethnicity#cherokee#<end>#cherokee
the nation of george_grossmith_jr 's dad ?	england	george_grossmith_jr#parents#george_grossmith#nationality#england#<end>#england
what is the louis_ix_of_france 's children 's gender ?	male	louis_ix_of_france#children#philip_iii_of_france#gender#male#<end>#male
what is the parents of wife of juba_ii ?	cleopatra_vii_of_egypt	juba_ii#spouse#cleopatra_selene#parents#cleopatra_vii_of_egypt#<end>#cleopatra_vii_of_egypt
what is marvin_pentz_gay_sr 's son ?	composer	marvin_pentz_gay_sr#children#marvin_gaye#profession#composer#<end>#composer
where did henry_stanton 's daughter die ?	greenwich_connecticut	henry_stanton#children#harriot_eaton_stanton_blatch#place_of_death#greenwich_connecticut#<end>#greenwich_connecticut
what does nissanka_wijeyeratne 's mother do ?	diplomat	nissanka_wijeyeratne#parents#edwin_wijeyeratne#profession#diplomat#<end>#diplomat
vittorio_emanuele_count_of_turin 's mom 's place of birth ?	turin	vittorio_emanuele_count_of_turin#parents#amadeo_i_of_spain#place_of_birth#turin#<end>#turin
the educational institution of dad of george_darwin ?	christs_college_cambridge	george_darwin#parents#charles_darwin#institution#christs_college_cambridge#<end>#christs_college_cambridge
the gender of heir of leopold_ii_holy_roman_emperor ?	male	leopold_ii_holy_roman_emperor#children#archduke_joseph_of_austria_palatine_of_hungary#gender#male#<end>#male
what is the organization of other half of laura_devon ?	university_of_notre_dame	laura_devon#spouse#brian_kelly_hell#institution#university_of_notre_dame#<end>#university_of_notre_dame
the parents of daughter of thomas_thynne_2nd_viscount_weymouth ?	thomas_thynne_2nd_viscount_weymouth	thomas_thynne_2nd_viscount_weymouth#children#thomas_thynne_1st_marquess_of_bath#parents#thomas_thynne_2nd_viscount_weymouth#<end>#thomas_thynne_2nd_viscount_weymouth
is artabastos 's parents a man or a woman ?	male	artabastos#parents#erwig#gender#male#<end>#male
the gender of pearl_starr 's mother ?	female	pearl_starr#parents#belle_starr#gender#female#<end>#female
what sex is william_ii_german_emperor 's dad  ?	male	william_ii_german_emperor#parents#frederick_iii_german_emperor#gender#male#<end>#male
what religion is louis_ix_of_france 's heir ?	catholicism	louis_ix_of_france#children#philip_iii_of_france#religion#catholicism#<end>#catholicism
what is the dad of gustavus_adolphus_of_sweden 's child ?	maria_eleonora_of_brandenburg	gustavus_adolphus_of_sweden#children#christina_of_sweden#parents#maria_eleonora_of_brandenburg#<end>#maria_eleonora_of_brandenburg
the sex of other half of harry_hay ?	male	harry_hay#spouse#john_burnside_1916#gender#male#<end>#male
the job of children of jawaharlal_nehru ?	politician	jawaharlal_nehru#children#indira_gandhi#profession#politician#<end>#politician
what is the gender of jahangir 's heir ?	male	jahangir#children#shah_jahan#gender#male#<end>#male
the institution of anton_philips 's kid ?	delft_university_of_technology	anton_philips#children#frits_philips#institution#delft_university_of_technology#<end>#delft_university_of_technology
who is the parents of thomas_thynne_2nd_viscount_weymouth 's daughter ?	thomas_thynne_2nd_viscount_weymouth	thomas_thynne_2nd_viscount_weymouth#children#thomas_thynne_1st_marquess_of_bath#parents#thomas_thynne_2nd_viscount_weymouth#<end>#thomas_thynne_2nd_viscount_weymouth
who is the grandmother of christian_ii_of_denmark ?	dorothea_of_brandenburg	christian_ii_of_denmark#parents#john_i_of_denmark#parents#dorothea_of_brandenburg#<end>#dorothea_of_brandenburg
which nationality is edward_ellice_1810 's parent ?	united_kingdom	edward_ellice_1810#parents#edward_ellice#nationality#united_kingdom#<end>#united_kingdom
what does arthur_de_wint_foote 's couple do for a living?	writer	arthur_de_wint_foote#spouse#mary_hallock_foote#profession#writer#<end>#writer
what is the rasmus_bartholin 's mom 's institution ?	university_of_copenhagen	rasmus_bartholin#parents#caspar_bartholin_the_elder#institution#university_of_copenhagen#<end>#university_of_copenhagen
where does lew_cody 's darling come from ?	united_states	lew_cody#spouse#mabel_normand#nationality#united_states#<end>#united_states
what is the nation of mother of alexander_ii_of_russia ?	germany	alexander_ii_of_russia#parents#alexandra_fyodorovna#nationality#germany#<end>#germany
how anahareo 's couple died ?	pneumonia	anahareo#spouse#grey_owl#cause_of_death#pneumonia#<end>#pneumonia
the sex of chilperic_i 's couple ?	female	chilperic_i#spouse#fredegund#gender#female#<end>#female
the nation of parent of edward_ellice_1810 ?	united_kingdom	edward_ellice_1810#parents#edward_ellice#nationality#united_kingdom#<end>#united_kingdom
is mieszko_iv_tanglefoot 's mom a man or a woman ?	male	mieszko_iv_tanglefoot#parents#wladyslaw_ii_the_exile#gender#male#<end>#male
the sex of kalama 's darling ?	male	kalama#spouse#kamehameha_iii#gender#male#<end>#male
what is the sex of james_hepburn_4th_earl_of_bothwell 's wife ?	female	james_hepburn_4th_earl_of_bothwell#spouse#mary_i_of_scotland#gender#female#<end>#female
what is the nation of son of princess_beatrice_of_the_united_kingdom ?	united_kingdom	princess_beatrice_of_the_united_kingdom#children#prince_maurice_of_battenberg#nationality#united_kingdom#<end>#united_kingdom
henry_of_portugal 's mother 's sex ?	male	henry_of_portugal#parents#manuel_i_of_portugal#gender#male#<end>#male
what is the nationality of hortense_de_beauharnais 's kid ?	france	hortense_de_beauharnais#children#napoleon_iii_of_france#nationality#france#<end>#france
alexander_darcy 's wife 's profession ?	actor	alexander_darcy#spouse#arleen_whelan#profession#actor#<end>#actor
the gender of couple of yaroslav_i_the_wise ?	male	yaroslav_i_the_wise#spouse#olof_of_sweden#gender#male#<end>#male
virginia_heinlein 's husband 's cause of death ?	emphysema	virginia_heinlein#spouse#robert_a_heinlein#cause_of_death#emphysema#<end>#emphysema
charles_lennox_1st_duke_of_richmond 's offspring 's sex ?	female	charles_lennox_1st_duke_of_richmond#children#anne_van_keppel_countess_of_albemarle#gender#female#<end>#female
mae_west 's husband 's nation ?	united_states	mae_west#spouse#guido_deiro#nationality#united_states#<end>#united_states
the gender of father of princess_tenagnework ?	male	princess_tenagnework#parents#haile_selassie_i_of_ethiopia#gender#male#<end>#male
which nationality is caroline_benn 's other half ?	united_kingdom	caroline_benn#spouse#tony_benn#nationality#united_kingdom#<end>#united_kingdom
what did john_d_rockefeller_jr 's kid die from ?	myocardial_infarction	john_d_rockefeller_jr#children#nelson_rockefeller#cause_of_death#myocardial_infarction#<end>#myocardial_infarction
louis_xvi_of_france 's parents 's place of death ?	chateau_de_fontainebleau	louis_xvi_of_france#parents#louis_dauphin_de_france#place_of_death#chateau_de_fontainebleau#<end>#chateau_de_fontainebleau
what is the sex of wife of laura_borden ?	male	laura_borden#spouse#robert_borden#gender#male#<end>#male
what is the princess_sophia_dorothea_of_prussia 's parents 's sex ?	male	princess_sophia_dorothea_of_prussia#parents#frederick_william_i_of_prussia#gender#male#<end>#male
what faith does george_of_saxony 's child follow ?	roman_catholic_church	george_of_saxony#children#prince_johann_georg_of_saxony#religion#roman_catholic_church#<end>#roman_catholic_church
the gender of augusta_viktoria_of_schleswig-holstein 's child ?	male	augusta_viktoria_of_schleswig-holstein#children#prince_august_wilhelm_of_prussia#gender#male#<end>#male
what is the irina_godunova 's other half 's gender ?	male	irina_godunova#spouse#feodor_i_of_russia#gender#male#<end>#male
what is the institution of anton_philips 's kid ?	delft_university_of_technology	anton_philips#children#frits_philips#institution#delft_university_of_technology#<end>#delft_university_of_technology
what is the lady_louisa_stuart 's parents 's gender ?	male	lady_louisa_stuart#parents#john_stuart_3rd_earl_of_bute#gender#male#<end>#male
what is the nation of children of maria_of_brabant ?	france	maria_of_brabant#children#louis_devreux#nationality#france#<end>#france
what line of business is j_p_morgan_jr 's parents in ?	financier	j_p_morgan_jr#parents#j_p_morgan#profession#financier#<end>#financier
the nation of margaret_sullavan 's spouse ?	france	margaret_sullavan#spouse#william_wyler#nationality#france#<end>#france
what is the sex of children of marguerite_of_france ?	female	marguerite_of_france#children#eleanor_of_castile#gender#female#<end>#female
what is the occupation of other half of ekaterina_svanidze ?	generalissimo	ekaterina_svanidze#spouse#joseph_stalin#profession#generalissimo#<end>#generalissimo
what is the name of the son of princess_margaret_of_prussia 's parent ?	princess_charlotte_of_prussia	princess_margaret_of_prussia#parents#frederick_iii_german_emperor#children#princess_charlotte_of_prussia#<end>#princess_charlotte_of_prussia
where does anahareo 's other half come from ?	canada	anahareo#spouse#grey_owl#nationality#canada#<end>#canada
the gender of claudine_rhedey_von_kis_rhede 's kid ?	male	claudine_rhedey_von_kis_rhede#children#francis_duke_of_teck#gender#male#<end>#male
what is the claudius 's parent 's sex ?	male	claudius#parents#nero_claudius_drusus#gender#male#<end>#male
thomas_thynne_1st_marquess_of_bath 's parent 's son ?	thomas_thynne_1st_marquess_of_bath	thomas_thynne_1st_marquess_of_bath#parents#thomas_thynne_2nd_viscount_weymouth#children#thomas_thynne_1st_marquess_of_bath#<end>#thomas_thynne_1st_marquess_of_bath
which nationality is pierre_curie 's son ?	france	pierre_curie#children#irene_joliot-curie#nationality#france#<end>#france
what is the parent of son of anna_of_holstein-gottorp ?	enno_iii_count_of_ostfriesland	anna_of_holstein-gottorp#children#rudolf_christian_count_of_ostfriesland#parents#enno_iii_count_of_ostfriesland#<end>#enno_iii_count_of_ostfriesland
the gender of pearl_bailey 's couple ?	male	pearl_bailey#spouse#louie_bellson#gender#male#<end>#male
the gender of alice_betty_stern 's daughter ?	male	alice_betty_stern#children#otto_frank#gender#male#<end>#male
what is the ethnicity of child of yongzheng_emperor ?	manchu	yongzheng_emperor#children#qianlong_emperor#ethnicity#manchu#<end>#manchu
victor_emmanuel_iii_of_italy 's couple 's mother ?	nicholas_i_of_montenegro	victor_emmanuel_iii_of_italy#spouse#elena_of_montenegro#parents#nicholas_i_of_montenegro#<end>#nicholas_i_of_montenegro
where does roger_needham 's spouse come from ?	united_kingdom	roger_needham#spouse#karen_sparck_jones#nationality#united_kingdom#<end>#united_kingdom
where does virginia_heinlein 's spouse work for ?	united_states_naval_academy	virginia_heinlein#spouse#robert_a_heinlein#institution#united_states_naval_academy#<end>#united_states_naval_academy
what is the anahareo 's darling 's place of death ?	prince_albert	anahareo#spouse#grey_owl#place_of_death#prince_albert#<end>#prince_albert
the nationality of princess_sibylla_of_saxe-coburg_and_gotha 's other half ?	sweden	princess_sibylla_of_saxe-coburg_and_gotha#spouse#prince_gustav_adolf_duke_of_vasterbotten#nationality#sweden#<end>#sweden
who is the child of albert_of_saxe-coburg_and_gotha 's child ?	victoria_eugenia_of_battenberg	albert_of_saxe-coburg_and_gotha#children#princess_beatrice_of_the_united_kingdom#children#victoria_eugenia_of_battenberg#<end>#victoria_eugenia_of_battenberg
what is the darling of sam_marx 's child ?	susan_fleming	sam_marx#children#harpo_marx#spouse#susan_fleming#<end>#susan_fleming
which nationality is henry_howard_7th_duke_of_norfolk 's mom ?	england	henry_howard_7th_duke_of_norfolk#parents#henry_howard_6th_duke_of_norfolk#nationality#england#<end>#england
the nationality of philip_v_of_spain 's heir ?	portugal	philip_v_of_spain#children#mariana_victoria_of_spain#nationality#portugal#<end>#portugal
where did alice_of_bourbon_parma 's wife born ?	florence	alice_of_bourbon_parma#spouse#ferdinand_iv_grand_duke_of_tuscany#place_of_birth#florence#<end>#florence
what is the mary_de_bohun 's kid 's nationality ?	england	mary_de_bohun#children#philippa_of_england#nationality#england#<end>#england
the nationality of darling of carole_lombard ?	united_states	carole_lombard#spouse#clark_gable#nationality#united_states#<end>#united_states
james_ii_of_england 's children 's darling ?	george_of_denmark	james_ii_of_england#children#anne_of_great_britain#spouse#george_of_denmark#<end>#george_of_denmark
what faith does christiane_eberhardine_of_brandenburg_bayreuth 's son practice ?	catholicism	christiane_eberhardine_of_brandenburg_bayreuth#children#augustus_iii_of_poland#religion#catholicism#<end>#catholicism
the occupation of husband of ronald_reagan ?	actor	ronald_reagan#spouse#jane_wyman#profession#actor#<end>#actor
the place of death of father of roy_e_disney ?	burbank	roy_e_disney#parents#roy_o_disney#place_of_death#burbank#<end>#burbank
what is the sex of p_j_kennedy 's child ?	male	p_j_kennedy#children#joseph_p_kennedy_sr#gender#male#<end>#male
who is the parents of juliana_maria_of_brunswick_wolfenbuttel 's spouse ?	sophia_magdalen_of_brandenburg-kulmbach	juliana_maria_of_brunswick_wolfenbuttel#spouse#frederick_v_of_denmark#parents#sophia_magdalen_of_brandenburg-kulmbach#<end>#sophia_magdalen_of_brandenburg-kulmbach
margaret_of_artois 's spouse 's nationality ?	france	margaret_of_artois#spouse#louis_devreux#nationality#france#<end>#france
what is the name of the spouse of henry_i_duke_of_guise 's mom ?	jacques_de_savoie_2nd_duc_de_nemours	henry_i_duke_of_guise#parents#anna_deste#spouse#jacques_de_savoie_2nd_duc_de_nemours#<end>#jacques_de_savoie_2nd_duc_de_nemours
what is the pierre_curie 's child 's sex ?	female	pierre_curie#children#irene_joliot-curie#gender#female#<end>#female
catharina_of_sweden 's mom 's gender ?	male	catharina_of_sweden#parents#charles_ix_of_sweden#gender#male#<end>#male
what sex is michael_i_rangabe 's children  ?	male	michael_i_rangabe#children#patriarch_ignatios_of_constantinople#gender#male#<end>#male
what is the heir of christiane_eberhardine_of_brandenburg_bayreuth 's daughter ?	marie_josephe_of_saxony	christiane_eberhardine_of_brandenburg_bayreuth#children#augustus_iii_of_poland#children#marie_josephe_of_saxony#<end>#marie_josephe_of_saxony
the darling of arcadius 's darling ?	arcadius	arcadius#spouse#aelia_eudoxia#spouse#arcadius#<end>#arcadius
where does sybil_thomas_viscountess_rhondda 's wife come from ?	united_kingdom	sybil_thomas_viscountess_rhondda#spouse#david_alfred_thomas#nationality#united_kingdom#<end>#united_kingdom
who is the children of ulysses_s_grant_jr 's parents ?	frederick_dent_grant	ulysses_s_grant_jr#parents#julia_grant#children#frederick_dent_grant#<end>#frederick_dent_grant
what gender is helena_of_moscow 's spouse  ?	male	helena_of_moscow#spouse#alexander_jagiellon#gender#male#<end>#male
what is the elizabeth_of_york 's darling 's wife ?	elizabeth_of_york	elizabeth_of_york#spouse#henry_vii_of_england#spouse#elizabeth_of_york#<end>#elizabeth_of_york
grand_duke_michael_mihailovich_of_russia 's child 's gender ?	female	grand_duke_michael_mihailovich_of_russia#children#nadejda_mountbatten_marchioness_of_milford_haven#gender#female#<end>#female
the gender of parents of artabastos ?	male	artabastos#parents#erwig#gender#male#<end>#male
the couple of julie_london 's couple ?	julie_london	julie_london#spouse#bobby_troup#spouse#julie_london#<end>#julie_london
what is the gender of parent of princess_margaret_of_prussia ?	male	princess_margaret_of_prussia#parents#frederick_iii_german_emperor#gender#male#<end>#male
what is princess_tenagnework 's parent ?	monarch	princess_tenagnework#parents#haile_selassie_i_of_ethiopia#profession#monarch#<end>#monarch
what is the kid of princess_tenagnework 's father ?	princess_tsehai	princess_tenagnework#parents#haile_selassie_i_of_ethiopia#children#princess_tsehai#<end>#princess_tsehai
what is the anne_of_bohemia 's other half 's gender ?	male	anne_of_bohemia#spouse#richard_ii_of_england#gender#male#<end>#male
who is the children of tiberius_nero 's children ?	julius_caesar_drusus	tiberius_nero#children#tiberius#children#julius_caesar_drusus#<end>#julius_caesar_drusus
cheryl_crowe 's child 's place of death ?	escondido	cheryl_crowe#children#stephanie_crowe#place_of_death#escondido#<end>#escondido
what is the nation of frederica_of_mecklenburg-strelitz 's couple ?	united_kingdom	frederica_of_mecklenburg-strelitz#spouse#ernest_augustus_i_of_hanover#nationality#united_kingdom#<end>#united_kingdom
what sex is mutemwiya_wife_of_thutmose_iv 's heir  ?	male	mutemwiya_wife_of_thutmose_iv#children#amenhotep_iii#gender#male#<end>#male
the gender of philip_ii_of_taranto 's mother ?	male	philip_ii_of_taranto#parents#philip_i_of_taranto#gender#male#<end>#male
vilhelmine_marie_of_denmark 's wife 's nation ?	denmark	vilhelmine_marie_of_denmark#spouse#frederick_vii_of_denmark#nationality#denmark#<end>#denmark
what is the type of religion of couple of sarah ?	judaism	sarah#spouse#abraham#religion#judaism#<end>#judaism
where does benjamin_peirce 's child work ?	harvard_university	benjamin_peirce#children#charles_peirce#institution#harvard_university#<end>#harvard_university
what is the nation of robert_anderson_1917 's wife ?	united_states	robert_anderson_1917#spouse#teresa_wright#nationality#united_states#<end>#united_states
the gender of couple of pearl_bailey ?	male	pearl_bailey#spouse#louie_bellson#gender#male#<end>#male
what is the gender of parents of lord_robert_manners ?	male	lord_robert_manners#parents#john_manners_2nd_duke_of_rutland#gender#male#<end>#male
the sex of offspring of charles_lennox_1st_duke_of_richmond ?	male	charles_lennox_1st_duke_of_richmond#children#charles_lennox_2nd_duke_of_richmond#gender#male#<end>#male
what is the gender of artavasdes_i_of_armenia 's offspring ?	male	artavasdes_i_of_armenia#children#tigranes_the_great#gender#male#<end>#male
what is the gender of henry_iii_holy_roman_emperor 's child ?	male	henry_iii_holy_roman_emperor#children#henry_iv_holy_roman_emperor#gender#male#<end>#male
what is the gender of other half of talitha_getty ?	male	talitha_getty#spouse#paul_getty#gender#male#<end>#male
what is the job of marvin_pentz_gay_sr 's son ?	composer	marvin_pentz_gay_sr#children#marvin_gaye#profession#composer#<end>#composer
what is the johann_conrad_weiser_sr 's children 's address ?	baden-wurttemberg	johann_conrad_weiser_sr#children#conrad_weiser#location#baden-wurttemberg#<end>#baden-wurttemberg
what is the darling of husband of robert_e_lee ?	robert_e_lee	robert_e_lee#spouse#mary_anna_custis_lee#spouse#robert_e_lee#<end>#robert_e_lee
why louise_juliana_of_nassau 's dad died ?	assassination	louise_juliana_of_nassau#parents#william_the_silent#cause_of_death#assassination#<end>#assassination
what killed the james_otis_sr 's daughter ?	lightning	james_otis_sr#children#james_otis#cause_of_death#lightning#<end>#lightning
what is the henry_iii_of_france 's father 's parents ?	madeleine_de_la_tour_dauvergne	henry_iii_of_france#parents#catherine_de_medici#parents#madeleine_de_la_tour_dauvergne#<end>#madeleine_de_la_tour_dauvergne
the son of father of charles_duke_of_lower_lorraine ?	lothair_of_france	charles_duke_of_lower_lorraine#parents#louis_iv_of_france#children#lothair_of_france#<end>#lothair_of_france
what is the nationality of child of grand_duke_michael_mihailovich_of_russia ?	united_kingdom	grand_duke_michael_mihailovich_of_russia#children#nadejda_mountbatten_marchioness_of_milford_haven#nationality#united_kingdom#<end>#united_kingdom
what is the place of death of child of cheryl_crowe ?	escondido	cheryl_crowe#children#stephanie_crowe#place_of_death#escondido#<end>#escondido
what is the work of cosima_wagner 's kid ?	composer	cosima_wagner#children#siegfried_wagner#profession#composer#<end>#composer
what sex is svante_nilsson 's child  ?	male	svante_nilsson#children#sten_sture_the_younger#gender#male#<end>#male
victoria_kinoiki_kekaulike 's daughter 's heir ?	abigail_kapiolani_kawananakoa	victoria_kinoiki_kekaulike#children#david_kawananakoa#children#abigail_kapiolani_kawananakoa#<end>#abigail_kapiolani_kawananakoa
alva_belmont 's darling 's nation ?	united_states	alva_belmont#spouse#william_kissam_vanderbilt#nationality#united_states#<end>#united_states
what does ethel_lilian_voynich 's parent do for a living?	mathematician	ethel_lilian_voynich#parents#george_boole#profession#mathematician#<end>#mathematician
what is baruch_leib_rosowsky 's heir working on ?	hazzan	baruch_leib_rosowsky#children#solomon_rosowsky#profession#hazzan#<end>#hazzan
what is the maria_luisa_of_savoy 's couple 's heir ?	mariana_victoria_of_spain	maria_luisa_of_savoy#spouse#philip_v_of_spain#children#mariana_victoria_of_spain#<end>#mariana_victoria_of_spain
the daughter of mom of laura_marx ?	jenny_longuet	laura_marx#parents#jenny_von_westphalen#children#jenny_longuet#<end>#jenny_longuet
what is the gender of henry_cromwell 's dad ?	female	henry_cromwell#parents#elizabeth_bourchier#gender#female#<end>#female
what is the charlotte_duchess_of_albany 's mother 's gender ?	male	charlotte_duchess_of_albany#parents#charles_edward_stuart#gender#male#<end>#male
is alice_betty_stern 's daughter a man or a woman ?	male	alice_betty_stern#children#otto_frank#gender#male#<end>#male
the nation of frank_reicher 's dad ?	germany	frank_reicher#parents#emanuel_reicher#nationality#germany#<end>#germany
the gender of roger_needham 's darling ?	female	roger_needham#spouse#karen_sparck_jones#gender#female#<end>#female
thomas_thynne_2nd_viscount_weymouth 's kid 's job ?	politician	thomas_thynne_2nd_viscount_weymouth#children#thomas_thynne_1st_marquess_of_bath#profession#politician#<end>#politician
what is the anton_philips 's child 's parents ?	anton_philips	anton_philips#children#frits_philips#parents#anton_philips#<end>#anton_philips
who is the offspring of clodoald 's dad ?	clodoald	clodoald#parents#chlodomer#children#clodoald#<end>#clodoald
what is the name of the grandparents of henry_iii_of_france ?	madeleine_de_la_tour_dauvergne	henry_iii_of_france#parents#catherine_de_medici#parents#madeleine_de_la_tour_dauvergne#<end>#madeleine_de_la_tour_dauvergne
the gender of daughter of joseph_p_kennedy_sr ?	female	joseph_p_kennedy_sr#children#rosemary_kennedy#gender#female#<end>#female
what is the sex of heir of marie_antoinette ?	female	marie_antoinette#children#princess_sophie_helene_beatrix_of_france#gender#female#<end>#female
is ruth_roland 's couple a man or a woman ?	male	ruth_roland#spouse#ben_bard#gender#male#<end>#male
bobby_troup 's couple 's wife ?	bobby_troup	bobby_troup#spouse#julie_london#spouse#bobby_troup#<end>#bobby_troup
what is the sex of lady_cynthia_mosley 's dad ?	female	lady_cynthia_mosley#parents#mary_curzon_baroness_curzon_of_kedleston#gender#female#<end>#female
what is the gender of empress_xiaomu 's couple ?	male	empress_xiaomu#spouse#daoguang_emperor#gender#male#<end>#male
what is the david_carradine 's parents 's occupation ?	actor	david_carradine#parents#john_carradine#profession#actor#<end>#actor
what is the dad of prince_joachim_of_prussia 's parents ?	frederick_iii_german_emperor	prince_joachim_of_prussia#parents#william_ii_german_emperor#parents#frederick_iii_german_emperor#<end>#frederick_iii_german_emperor
what line of business is henry_iv_of_england 's heir in ?	monarch	henry_iv_of_england#children#henry_v_of_england#profession#monarch#<end>#monarch
who is the grandparent of william_kissam_vanderbilt ?	cornelius_vanderbilt	william_kissam_vanderbilt#parents#william_henry_vanderbilt#parents#cornelius_vanderbilt#<end>#cornelius_vanderbilt
what made the nicholas_ii_of_russia 's kiddead ?	firearm	nicholas_ii_of_russia#children#grand_duchess_maria_nikolaevna_of_russia#cause_of_death#firearm#<end>#firearm
lady_may_abel_smith 's mom 's parents ?	princess_helena_duchess_of_albany	lady_may_abel_smith#parents#princess_alice_countess_of_athlone#parents#princess_helena_duchess_of_albany#<end>#princess_helena_duchess_of_albany
the organization of dad of john_f_kennedy_jr ?	london_school_of_economics	john_f_kennedy_jr#parents#john_f_kennedy#institution#london_school_of_economics#<end>#london_school_of_economics
what is the nation of mother of henry_howard_7th_duke_of_norfolk ?	kingdom_of_england	henry_howard_7th_duke_of_norfolk#parents#henry_howard_6th_duke_of_norfolk#nationality#kingdom_of_england#<end>#kingdom_of_england
the gender of child of henry_iii_holy_roman_emperor ?	male	henry_iii_holy_roman_emperor#children#henry_iv_holy_roman_emperor#gender#male#<end>#male
what is the sex of dad of elena_of_montenegro ?	male	elena_of_montenegro#parents#nicholas_i_of_montenegro#gender#male#<end>#male
the organization of parent of john_f_kennedy_jr ?	riverdale_country_school	john_f_kennedy_jr#parents#john_f_kennedy#institution#riverdale_country_school#<end>#riverdale_country_school
is jewna 's child a man or a woman ?	male	jewna#children#algirdas#gender#male#<end>#male
what is the john_i_of_denmark 's parent 's nation ?	germany	john_i_of_denmark#parents#dorothea_of_brandenburg#nationality#germany#<end>#germany
is frank_lloyd_wright 's kid a man or a woman ?	male	frank_lloyd_wright#children#lloyd_wright#gender#male#<end>#male
what is the gender of empress_xiaoquan_cheng 's darling ?	male	empress_xiaoquan_cheng#spouse#daoguang_emperor#gender#male#<end>#male
the sex of children of francis_ii_holy_roman_emperor ?	female	francis_ii_holy_roman_emperor#children#archduchess_marie_caroline_of_austria#gender#female#<end>#female
who is the child of shah_shuja 's parent ?	shah_shuja	shah_shuja#parents#mumtaz_mahal#children#shah_shuja#<end>#shah_shuja
noble_consort_wan 's couple 's parent ?	yongzheng_emperor	noble_consort_wan#spouse#qianlong_emperor#parents#yongzheng_emperor#<end>#yongzheng_emperor
what type of religion does franz_josef_i_prince_of_liechtenstein 's daughter have ?	catholicism	franz_josef_i_prince_of_liechtenstein#children#johann_i_josef_prince_of_liechtenstein#religion#catholicism#<end>#catholicism
the sex of dad of sviatoslav_ii_of_kiev ?	male	sviatoslav_ii_of_kiev#parents#olof_of_sweden#gender#male#<end>#male
what is the sex of augustus_keppel_1st_viscount_keppel 's mother ?	male	augustus_keppel_1st_viscount_keppel#parents#willem_van_keppel_2nd_earl_of_albemarle#gender#male#<end>#male
who is the other half of isabella_of_france 's father ?	joan_i_of_navarre	isabella_of_france#parents#philip_iv_of_france#spouse#joan_i_of_navarre#<end>#joan_i_of_navarre
where did princess_margaret_of_prussia 's parents die ?	potsdam	princess_margaret_of_prussia#parents#frederick_iii_german_emperor#place_of_death#potsdam#<end>#potsdam
what is the institution of darling of juliette_peirce ?	harvard_university	juliette_peirce#spouse#charles_peirce#institution#harvard_university#<end>#harvard_university
the religious belief of other half of rani_mangammal ?	hinduism	rani_mangammal#spouse#chokkanatha_nayak#religion#hinduism#<end>#hinduism
is joseph_e_davies 's darling a man or a woman ?	female	joseph_e_davies#spouse#marjorie_merriweather_post#gender#female#<end>#female
what is the roy_thomson_1st_baron_thomson_of_fleet 's daughter 's nation ?	canada	roy_thomson_1st_baron_thomson_of_fleet#children#kenneth_thomson_2nd_baron_thomson_of_fleet#nationality#canada#<end>#canada
what is cosima_wagner 's kid ?	composer	cosima_wagner#children#siegfried_wagner#profession#composer#<end>#composer
the gender of ekaterina_svanidze 's couple ?	male	ekaterina_svanidze#spouse#joseph_stalin#gender#male#<end>#male
where does tasha_tudor 's parent work for ?	harvard_university	tasha_tudor#parents#william_starling_burgess#institution#harvard_university#<end>#harvard_university
victoria_of_the_united_kingdom 's child 's institution ?	trinity_college_cambridge	victoria_of_the_united_kingdom#children#edward_vii_of_the_united_kingdom#institution#trinity_college_cambridge#<end>#trinity_college_cambridge
what is elizabeth_of_york 's other half ?	monarch	elizabeth_of_york#spouse#henry_vii_of_england#profession#monarch#<end>#monarch
what is the j_presper_eckert 's children 's work ?	electrical_engineer	j_presper_eckert#children#j_presper_eckert#profession#electrical_engineer#<end>#electrical_engineer
what is the race of artavasdes_i_of_armenia 's offspring ?	armenians	artavasdes_i_of_armenia#children#tigranes_the_great#ethnicity#armenians#<end>#armenians
what did nicholas_ii_of_russia 's daughter die from ?	murder	nicholas_ii_of_russia#children#grand_duchess_maria_nikolaevna_of_russia#cause_of_death#murder#<end>#murder
